pokemon_identifier,language_identifier,name
gourgeist-large-size,jp-kana,おおきいサイズ
gourgeist-large-size,jp-kanji,おおきいサイズ
gourgeist-large-size,en,Large Size
gourgeist-large-size,fr,Taille Maxi
gourgeist-large-size,it,Grande
gourgeist-large-size,de,Größe L
gourgeist-large-size,es,Tamaño Grande
gourgeist-large-size,ko,큰 사이즈
gourgeist-large-size,zh-simp,大尺寸
gourgeist-large-size,zh-trad,大尺寸
gourgeist-super-size,jp-kana,とくだいサイズ
gourgeist-super-size,jp-kanji,とくだいサイズ
gourgeist-super-size,en,Super Size
gourgeist-super-size,fr,Taille Ultra
gourgeist-super-size,it,Maxi
gourgeist-super-size,de,Größe XL
gourgeist-super-size,es,Tamaño Extragrande
gourgeist-super-size,ko,특대 사이즈
gourgeist-super-size,zh-simp,特大尺寸
gourgeist-super-size,zh-trad,特大尺寸
avalugg-hisuian-form,jp-kana,ヒスイのすがた
avalugg-hisuian-form,jp-kanji,ヒスイのすがた
avalugg-hisuian-form,en,Hisuian Form
avalugg-hisuian-form,fr,Forme de Hisui
avalugg-hisuian-form,it,Forma di Hisui
avalugg-hisuian-form,de,Hisui-Form
avalugg-hisuian-form,es,Forma de Hisui
avalugg-hisuian-form,ko,히스이의 모습
avalugg-hisuian-form,zh-simp,洗翠的样子
avalugg-hisuian-form,zh-trad,洗翠的樣子
avalugg-lord-form,jp-kanji,キングのすがた
avalugg-lord-form,en,Lord Form
avalugg-lord-form,fr,Forme de Roi
avalugg-lord-form,it,Forma Re
avalugg-lord-form,de,Königsform
avalugg-lord-form,es,Forma de Señor
avalugg-lord-form,ko,왕의 모습
avalugg-lord-form,zh-simp,王的样子
avalugg-lord-form,zh-trad,王的樣子
xerneas-neutral-mode,jp-kana,リラックスモード
xerneas-neutral-mode,jp-kanji,リラックスモード
xerneas-neutral-mode,en,Neutral Mode
xerneas-neutral-mode,fr,Mode Paisible
xerneas-neutral-mode,it,Modo Relax
xerneas-neutral-mode,de,Ruhe-Modus
xerneas-neutral-mode,es,Modo Relajado
xerneas-neutral-mode,ko,릴랙스모드
xerneas-neutral-mode,zh-simp,放松模式
xerneas-neutral-mode,zh-trad,放鬆模式
xerneas-active-mode,jp-kana,アクティブモード
xerneas-active-mode,jp-kanji,アクティブモード
xerneas-active-mode,en,Active Mode
xerneas-active-mode,fr,Mode Déchaîné
xerneas-active-mode,it,Modo Attivo
xerneas-active-mode,de,Aktiv-Modus
xerneas-active-mode,es,Modo Activo
xerneas-active-mode,ko,액티브모드
xerneas-active-mode,zh-simp,活跃模式
xerneas-active-mode,zh-trad,活躍模式
zygarde-50-forme,jp-kana,５０％フォルム
zygarde-50-forme,jp-kanji,５０％フォルム
zygarde-50-forme,en,50% Forme
zygarde-50-forme,fr,Forme 50 %
zygarde-50-forme,it,Forma 50%
zygarde-50-forme,de,50%-Form
zygarde-50-forme,es,Forma 50%
zygarde-50-forme,ko,50%폼
zygarde-50-forme,zh-simp,５０％形态
zygarde-50-forme,zh-trad,５０％形態
zygarde-10-forme,jp-kana,１０％フォルム
zygarde-10-forme,jp-kanji,１０％フォルム
zygarde-10-forme,en,10% Forme
zygarde-10-forme,fr,Forme 10 %
zygarde-10-forme,it,Forma 10%
zygarde-10-forme,de,10%-Form
zygarde-10-forme,es,Forma 10%
zygarde-10-forme,ko,10%폼
zygarde-10-forme,zh-simp,１０％形态
zygarde-10-forme,zh-trad,１０％形態
zygarde-10-forme-power-construct,jp-kana,１０％フォルム
zygarde-10-forme-power-construct,jp-kanji,１０％フォルム
zygarde-10-forme-power-construct,en,10% Forme
zygarde-10-forme-power-construct,fr,Forme 10 %
zygarde-10-forme-power-construct,it,Forma 10%
zygarde-10-forme-power-construct,de,10%-Form
zygarde-10-forme-power-construct,es,Forma 10%
zygarde-10-forme-power-construct,ko,10%폼
zygarde-10-forme-power-construct,zh-simp,１０％形态
zygarde-10-forme-power-construct,zh-trad,１０％形態
zygarde-50-forme-power-construct,jp-kana,５０％フォルム
zygarde-50-forme-power-construct,jp-kanji,５０％フォルム
zygarde-50-forme-power-construct,en,50% Forme
zygarde-50-forme-power-construct,fr,Forme 50 %
zygarde-50-forme-power-construct,it,Forma 50%
zygarde-50-forme-power-construct,de,50%-Form
zygarde-50-forme-power-construct,es,Forma 50%
zygarde-50-forme-power-construct,ko,50%폼
zygarde-50-forme-power-construct,zh-simp,５０％形态
zygarde-50-forme-power-construct,zh-trad,５０％形態
zygarde-complete-forme,jp-kana,パーフェクトフォルム
zygarde-complete-forme,jp-kanji,パーフェクトフォルム
zygarde-complete-forme,en,Complete Forme
zygarde-complete-forme,fr,Forme Parfaite
zygarde-complete-forme,it,Forma Perfetta
zygarde-complete-forme,de,Optimumform
zygarde-complete-forme,es,Forma Completa
zygarde-complete-forme,ko,퍼펙트폼
zygarde-complete-forme,zh-simp,完全体形态
zygarde-complete-forme,zh-trad,完全體形態
diancie-mega,jp-kana,メガディアンシー
diancie-mega,jp-kanji,メガディアンシー
diancie-mega,en,Mega Diancie
diancie-mega,fr,Méga-Diancie
diancie-mega,it,MegaDiancie
diancie-mega,de,Mega-Diancie
diancie-mega,es,Mega-Diancie
diancie-mega,ko,메가디안시
diancie-mega,zh-simp,超级蒂安希
diancie-mega,zh-trad,超級蒂安希
hoopa-confined,jp-kana,いましめられしフーパ
hoopa-confined,jp-kanji,いましめられしフーパ
hoopa-confined,en,Hoopa Confined
hoopa-confined,fr,Hoopa Enchaîné
hoopa-confined,it,Hoopa Vincolato
hoopa-confined,de,Gebanntes Hoopa
hoopa-confined,es,Hoopa Contenido
hoopa-confined,ko,굴레에 빠진 후파
hoopa-confined,zh-simp,惩戒胡帕
hoopa-confined,zh-trad,懲戒胡帕
hoopa-unbound,jp-kana,ときはなたれしフーパ
hoopa-unbound,jp-kanji,ときはなたれしフーパ
hoopa-unbound,en,Hoopa Unbound
hoopa-unbound,fr,Hoopa Déchaîné
hoopa-unbound,it,Hoopa Libero
hoopa-unbound,de,Entfesseltes Hoopa
hoopa-unbound,es,Hoopa Desatado
hoopa-unbound,ko,굴레를 벗어난 후파
hoopa-unbound,zh-simp,解放胡帕
hoopa-unbound,zh-trad,解放胡帕
decidueye-hisuian-form,jp-kana,ヒスイのすがた
decidueye-hisuian-form,jp-kanji,ヒスイのすがた
decidueye-hisuian-form,en,Hisuian Form
decidueye-hisuian-form,fr,Forme de Hisui
decidueye-hisuian-form,it,Forma di Hisui
decidueye-hisuian-form,de,Hisui-Form
decidueye-hisuian-form,es,Forma de Hisui
decidueye-hisuian-form,ko,히스이의 모습
decidueye-hisuian-form,zh-simp,洗翠的样子
decidueye-hisuian-form,zh-trad,洗翠的樣子
oricorio-baile-style,jp-kana,めらめらスタイル
oricorio-baile-style,jp-kanji,めらめらスタイル
oricorio-baile-style,en,Baile Style
oricorio-baile-style,fr,Style Flamenco
oricorio-baile-style,it,Stile Flamenco
oricorio-baile-style,de,Flamenco-Stil
oricorio-baile-style,es,Estilo Apasionado
oricorio-baile-style,ko,이글이글스타일
oricorio-baile-style,zh-simp,热辣热辣风格
oricorio-baile-style,zh-trad,熱辣熱辣風格
oricorio-pom-pom-style,jp-kana,ぱちぱちスタイル
oricorio-pom-pom-style,jp-kanji,ぱちぱちスタイル
oricorio-pom-pom-style,en,Pom-Pom Style
oricorio-pom-pom-style,fr,Style Pom-Pom
oricorio-pom-pom-style,it,Stile Cheerdance
oricorio-pom-pom-style,de,Cheerleading-Stil
oricorio-pom-pom-style,es,Estilo Animado
oricorio-pom-pom-style,ko,파칙파칙스타일
oricorio-pom-pom-style,zh-simp,啪滋啪滋风格
oricorio-pom-pom-style,zh-trad,啪滋啪滋風格
oricorio-pau-style,jp-kana,ふらふらスタイル
oricorio-pau-style,jp-kanji,ふらふらスタイル
oricorio-pau-style,en,Pa’u Style
oricorio-pau-style,fr,Style Hula
oricorio-pau-style,it,Stile Hula
oricorio-pau-style,de,Hula-Stil
oricorio-pau-style,es,Estilo Plácido
oricorio-pau-style,ko,훌라훌라스타일
oricorio-pau-style,zh-simp,呼拉呼拉风格
oricorio-pau-style,zh-trad,呼拉呼拉風格
oricorio-sensu-style,jp-kana,まいまいスタイル
oricorio-sensu-style,jp-kanji,まいまいスタイル
oricorio-sensu-style,en,Sensu Style
oricorio-sensu-style,fr,Style Buyō
oricorio-sensu-style,it,Stile Buyō
oricorio-sensu-style,de,Buyo-Stil
oricorio-sensu-style,es,Estilo Refinado
oricorio-sensu-style,ko,하늘하늘스타일
oricorio-sensu-style,zh-simp,轻盈轻盈风格
oricorio-sensu-style,zh-trad,輕盈輕盈風格
lycanroc-midday-form,jp-kana,まひるのすがた
lycanroc-midday-form,jp-kanji,まひるのすがた
lycanroc-midday-form,en,Midday Form
lycanroc-midday-form,fr,Forme Diurne
lycanroc-midday-form,it,Forma Giorno
lycanroc-midday-form,de,Tagform
lycanroc-midday-form,es,Forma Diurna
lycanroc-midday-form,ko,한낮의 모습
lycanroc-midday-form,zh-simp,白昼的样子
lycanroc-midday-form,zh-trad,白晝的樣子
lycanroc-midnight-form,jp-kana,まよなかのすがた
lycanroc-midnight-form,jp-kanji,まよなかのすがた
lycanroc-midnight-form,en,Midnight Form
lycanroc-midnight-form,fr,Forme Nocturne
lycanroc-midnight-form,it,Forma Notte
lycanroc-midnight-form,de,Nachtform
lycanroc-midnight-form,es,Forma Nocturna
lycanroc-midnight-form,ko,한밤중의 모습
lycanroc-midnight-form,zh-simp,黑夜的样子
lycanroc-midnight-form,zh-trad,黑夜的樣子
lycanroc-dusk-form,jp-kana,たそがれのすがた
lycanroc-dusk-form,jp-kanji,たそがれのすがた
lycanroc-dusk-form,en,Dusk Form
lycanroc-dusk-form,fr,Forme Crépusculaire
lycanroc-dusk-form,it,Forma Crepuscolo
lycanroc-dusk-form,de,Zwielichtform
lycanroc-dusk-form,es,Forma Crepuscular
lycanroc-dusk-form,ko,황혼의 모습
lycanroc-dusk-form,zh-simp,黄昏的样子
lycanroc-dusk-form,zh-trad,黃昏的樣子
wishiwashi-solo-form,jp-kana,たんどくのすがた
wishiwashi-solo-form,jp-kanji,たんどくのすがた
wishiwashi-solo-form,en,Solo Form
wishiwashi-solo-form,fr,Forme Solitaire
wishiwashi-solo-form,it,Forma Individuale
wishiwashi-solo-form,de,Einzelform
wishiwashi-solo-form,es,Forma Individual
wishiwashi-solo-form,ko,단독의 모습
wishiwashi-solo-form,zh-simp,单独的样子
wishiwashi-solo-form,zh-trad,單獨的樣子
wishiwashi-school-form,jp-kana,むれたすがた
wishiwashi-school-form,jp-kanji,むれたすがた
wishiwashi-school-form,en,School Form
wishiwashi-school-form,fr,Forme Banc
wishiwashi-school-form,it,Forma Banco
wishiwashi-school-form,de,Schwarmform
wishiwashi-school-form,es,Forma Banco
wishiwashi-school-form,ko,군집의 모습
wishiwashi-school-form,zh-simp,鱼群的样子
wishiwashi-school-form,zh-trad,魚群的樣子
silvally-type-normal,jp-kana,タイプ：ノーマル
silvally-type-normal,jp-kanji,タイプ：ノーマル
silvally-type-normal,en,Type: Normal
silvally-type-normal,fr,Type : Normal
silvally-type-normal,it,Tipo Normale
silvally-type-normal,de,Typ:Normal
silvally-type-normal,es,Tipo: Normal
silvally-type-normal,ko,타입:노말
silvally-type-normal,zh-simp,属性：一般
silvally-type-normal,zh-trad,屬性：一般
silvally-type-fighting,jp-kana,タイプ：ファイト
silvally-type-fighting,jp-kanji,タイプ：ファイト
silvally-type-fighting,en,Type: Fighting
silvally-type-fighting,fr,Type : Combat
silvally-type-fighting,it,Tipo Lotta
silvally-type-fighting,de,Typ:Kampf
silvally-type-fighting,es,Tipo: Lucha
silvally-type-fighting,ko,타입:파이팅
silvally-type-fighting,zh-simp,属性：战斗
silvally-type-fighting,zh-trad,屬性：戰鬥
silvally-type-flying,jp-kana,タイプ：フライング
silvally-type-flying,jp-kanji,タイプ：フライング
silvally-type-flying,en,Type: Flying
silvally-type-flying,fr,Type : Vol
silvally-type-flying,it,Tipo Volante
silvally-type-flying,de,Typ:Flug
silvally-type-flying,es,Tipo: Volador
silvally-type-flying,ko,타입:플라잉
silvally-type-flying,zh-simp,属性：飞翔
silvally-type-flying,zh-trad,屬性：飛翔
silvally-type-poison,jp-kana,タイプ：ポイズン
silvally-type-poison,jp-kanji,タイプ：ポイズン
silvally-type-poison,en,Type: Poison
silvally-type-poison,fr,Type : Poison
silvally-type-poison,it,Tipo Veleno
silvally-type-poison,de,Typ:Gift
silvally-type-poison,es,Tipo: Veneno
silvally-type-poison,ko,타입:포이즌
silvally-type-poison,zh-simp,属性：毒
silvally-type-poison,zh-trad,屬性：毒
silvally-type-ground,jp-kana,タイプ：グラウンド
silvally-type-ground,jp-kanji,タイプ：グラウンド
silvally-type-ground,en,Type: Ground
silvally-type-ground,fr,Type : Sol
silvally-type-ground,it,Tipo Terra
silvally-type-ground,de,Typ:Boden
silvally-type-ground,es,Tipo: Tierra
silvally-type-ground,ko,타입:그라운드
silvally-type-ground,zh-simp,属性：大地
silvally-type-ground,zh-trad,屬性：大地
silvally-type-rock,jp-kana,タイプ：ロック
silvally-type-rock,jp-kanji,タイプ：ロック
silvally-type-rock,en,Type: Rock
silvally-type-rock,fr,Type : Roche
silvally-type-rock,it,Tipo Roccia
silvally-type-rock,de,Typ:Gestein
silvally-type-rock,es,Tipo: Roca
silvally-type-rock,ko,타입:락
silvally-type-rock,zh-simp,属性：岩石
silvally-type-rock,zh-trad,屬性：岩石
silvally-type-bug,jp-kana,タイプ：バグ
silvally-type-bug,jp-kanji,タイプ：バグ
silvally-type-bug,en,Type: Bug
silvally-type-bug,fr,Type : Insecte
silvally-type-bug,it,Tipo Coleottero
silvally-type-bug,de,Typ:Käfer
silvally-type-bug,es,Tipo: Bicho
silvally-type-bug,ko,타입:버그
silvally-type-bug,zh-simp,属性：虫子
silvally-type-bug,zh-trad,屬性：蟲子
silvally-type-ghost,jp-kana,タイプ：ゴースト
silvally-type-ghost,jp-kanji,タイプ：ゴースト
silvally-type-ghost,en,Type: Ghost
silvally-type-ghost,fr,Type : Spectre
silvally-type-ghost,it,Tipo Spettro
silvally-type-ghost,de,Typ:Geist
silvally-type-ghost,es,Tipo: Fantasma
silvally-type-ghost,ko,타입:고스트
silvally-type-ghost,zh-simp,属性：幽灵
silvally-type-ghost,zh-trad,屬性：幽靈
silvally-type-steel,jp-kana,タイプ：スチール
silvally-type-steel,jp-kanji,タイプ：スチール
silvally-type-steel,en,Type: Steel
silvally-type-steel,fr,Type : Acier
silvally-type-steel,it,Tipo Acciaio
silvally-type-steel,de,Typ:Stahl
silvally-type-steel,es,Tipo: Acero
silvally-type-steel,ko,타입:스틸
silvally-type-steel,zh-simp,属性：钢铁
silvally-type-steel,zh-trad,屬性：鋼鐵
silvally-type-fire,jp-kana,タイプ：ファイヤー
silvally-type-fire,jp-kanji,タイプ：ファイヤー
silvally-type-fire,en,Type: Fire
silvally-type-fire,fr,Type : Feu
silvally-type-fire,it,Tipo Fuoco
silvally-type-fire,de,Typ:Feuer
silvally-type-fire,es,Tipo: Fuego
silvally-type-fire,ko,타입:파이어
silvally-type-fire,zh-simp,属性：火焰
silvally-type-fire,zh-trad,屬性：火焰
silvally-type-water,jp-kana,タイプ：ウオーター
silvally-type-water,jp-kanji,タイプ：ウオーター
silvally-type-water,en,Type: Water
silvally-type-water,fr,Type : Eau
silvally-type-water,it,Tipo Acqua
silvally-type-water,de,Typ:Wasser
silvally-type-water,es,Tipo: Agua
silvally-type-water,ko,타입:워터
silvally-type-water,zh-simp,属性：清水
silvally-type-water,zh-trad,屬性：清水
silvally-type-grass,jp-kana,タイプ：グラス
silvally-type-grass,jp-kanji,タイプ：グラス
silvally-type-grass,en,Type: Grass
silvally-type-grass,fr,Type : Plante
silvally-type-grass,it,Tipo Erba
silvally-type-grass,de,Typ:Pflanze
silvally-type-grass,es,Tipo: Planta
silvally-type-grass,ko,타입:그래스
silvally-type-grass,zh-simp,属性：青草
silvally-type-grass,zh-trad,屬性：青草
silvally-type-electric,jp-kana,タイプ：エレクトロ
silvally-type-electric,jp-kanji,タイプ：エレクトロ
silvally-type-electric,en,Type: Electric
silvally-type-electric,fr,Type : Électrik
silvally-type-electric,it,Tipo Elettro
silvally-type-electric,de,Typ:Elektro
silvally-type-electric,es,Tipo: Eléctrico
silvally-type-electric,ko,타입:일렉트릭
silvally-type-electric,zh-simp,属性：电子
silvally-type-electric,zh-trad,屬性：電子
silvally-type-psychic,jp-kana,タイプ：サイキック
silvally-type-psychic,jp-kanji,タイプ：サイキック
silvally-type-psychic,en,Type: Psychic
silvally-type-psychic,fr,Type : Psy
silvally-type-psychic,it,Tipo Psico
silvally-type-psychic,de,Typ:Psycho
silvally-type-psychic,es,Tipo: Psíquico
silvally-type-psychic,ko,타입:사이킥
silvally-type-psychic,zh-simp,属性：精神
silvally-type-psychic,zh-trad,屬性：精神
silvally-type-ice,jp-kana,タイプ：アイス
silvally-type-ice,jp-kanji,タイプ：アイス
silvally-type-ice,en,Type: Ice
silvally-type-ice,fr,Type : Glace
silvally-type-ice,it,Tipo Ghiaccio
silvally-type-ice,de,Typ:Eis
silvally-type-ice,es,Tipo: Hielo
silvally-type-ice,ko,타입:아이스
silvally-type-ice,zh-simp,属性：冰雪
silvally-type-ice,zh-trad,屬性：冰雪
silvally-type-dragon,jp-kana,タイプ：ドラゴン
silvally-type-dragon,jp-kanji,タイプ：ドラゴン
silvally-type-dragon,en,Type: Dragon
silvally-type-dragon,fr,Type : Dragon
silvally-type-dragon,it,Tipo Drago
silvally-type-dragon,de,Typ:Drache
silvally-type-dragon,es,Tipo: Dragón
silvally-type-dragon,ko,타입:드래곤
silvally-type-dragon,zh-simp,属性：龙
silvally-type-dragon,zh-trad,屬性：龍
silvally-type-dark,jp-kana,タイプ：ダーク
silvally-type-dark,jp-kanji,タイプ：ダーク
silvally-type-dark,en,Type: Dark
silvally-type-dark,fr,Type : Ténèbres
silvally-type-dark,it,Tipo Buio
silvally-type-dark,de,Typ:Unlicht
silvally-type-dark,es,Tipo: Siniestro
silvally-type-dark,ko,타입:다크
silvally-type-dark,zh-simp,属性：黑暗
silvally-type-dark,zh-trad,屬性：黑暗
silvally-type-fairy,jp-kana,タイプ：フェアリー
silvally-type-fairy,jp-kanji,タイプ：フェアリー
silvally-type-fairy,en,Type: Fairy
silvally-type-fairy,fr,Type : Fée
silvally-type-fairy,it,Tipo Folletto
silvally-type-fairy,de,Typ:Fee
silvally-type-fairy,es,Tipo: Hada
silvally-type-fairy,ko,타입:페어리
silvally-type-fairy,zh-simp,属性：妖精
silvally-type-fairy,zh-trad,屬性：妖精
minior-red-meteor,jp-kana,りゅうせいのすがた
minior-red-meteor,jp-kanji,りゅうせいのすがた
minior-red-meteor,en,Meteor Form
minior-red-meteor,fr,Forme Météore
minior-red-meteor,it,Forma Meteora
minior-red-meteor,de,Meteorform
minior-red-meteor,es,Forma Meteorito
minior-red-meteor,ko,유성의 모습
minior-red-meteor,zh-simp,流星的样子
minior-red-meteor,zh-trad,流星的樣子
minior-orange-meteor,jp-kana,りゅうせいのすがた
minior-orange-meteor,jp-kanji,りゅうせいのすがた
minior-orange-meteor,en,Meteor Form
minior-orange-meteor,fr,Forme Météore
minior-orange-meteor,it,Forma Meteora
minior-orange-meteor,de,Meteorform
minior-orange-meteor,es,Forma Meteorito
minior-orange-meteor,ko,유성의 모습
minior-orange-meteor,zh-simp,流星的样子
minior-orange-meteor,zh-trad,流星的樣子
minior-yellow-meteor,jp-kana,りゅうせいのすがた
minior-yellow-meteor,jp-kanji,りゅうせいのすがた
minior-yellow-meteor,en,Meteor Form
minior-yellow-meteor,fr,Forme Météore
minior-yellow-meteor,it,Forma Meteora
minior-yellow-meteor,de,Meteorform
minior-yellow-meteor,es,Forma Meteorito
minior-yellow-meteor,ko,유성의 모습
minior-yellow-meteor,zh-simp,流星的样子
minior-yellow-meteor,zh-trad,流星的樣子
minior-green-meteor,jp-kana,りゅうせいのすがた
minior-green-meteor,jp-kanji,りゅうせいのすがた
minior-green-meteor,en,Meteor Form
minior-green-meteor,fr,Forme Météore
minior-green-meteor,it,Forma Meteora
minior-green-meteor,de,Meteorform
minior-green-meteor,es,Forma Meteorito
minior-green-meteor,ko,유성의 모습
minior-green-meteor,zh-simp,流星的样子
minior-green-meteor,zh-trad,流星的樣子
minior-blue-meteor,jp-kana,りゅうせいのすがた
