pokemon_identifier,stat_identifier,value
furfrou-dandy-trim,hp,75
furfrou-dandy-trim,attack,80
furfrou-dandy-trim,defense,60
furfrou-dandy-trim,sp-atk,65
furfrou-dandy-trim,sp-def,90
furfrou-dandy-trim,speed,102
furfrou-la-reine-trim,hp,75
furfrou-la-reine-trim,attack,80
furfrou-la-reine-trim,defense,60
furfrou-la-reine-trim,sp-atk,65
furfrou-la-reine-trim,sp-def,90
furfrou-la-reine-trim,speed,102
furfrou-kabuki-trim,hp,75
furfrou-kabuki-trim,attack,80
furfrou-kabuki-trim,defense,60
furfrou-kabuki-trim,sp-atk,65
furfrou-kabuki-trim,sp-def,90
furfrou-kabuki-trim,speed,102
furfrou-pharaoh-trim,hp,75
furfrou-pharaoh-trim,attack,80
furfrou-pharaoh-trim,defense,60
furfrou-pharaoh-trim,sp-atk,65
furfrou-pharaoh-trim,sp-def,90
furfrou-pharaoh-trim,speed,102
espurr,hp,62
espurr,attack,48
espurr,defense,54
espurr,sp-atk,63
espurr,sp-def,60
espurr,speed,68
meowstic-male,hp,74
meowstic-male,attack,48
meowstic-male,defense,76
meowstic-male,sp-atk,83
meowstic-male,sp-def,81
meowstic-male,speed,104
meowstic-female,hp,74
meowstic-female,attack,48
meowstic-female,defense,76
meowstic-female,sp-atk,83
meowstic-female,sp-def,81
meowstic-female,speed,104
honedge,hp,45
honedge,attack,80
honedge,defense,100
honedge,sp-atk,35
honedge,sp-def,37
honedge,speed,28
doublade,hp,59
doublade,attack,110
doublade,defense,150
doublade,sp-atk,45
doublade,sp-def,49
doublade,speed,35
aegislash-shield-forme,hp,60
aegislash-shield-forme,attack,50
aegislash-shield-forme,defense,140
aegislash-shield-forme,sp-atk,50
aegislash-shield-forme,sp-def,140
aegislash-shield-forme,speed,60
aegislash-blade-forme,hp,60
aegislash-blade-forme,attack,140
aegislash-blade-forme,defense,50
aegislash-blade-forme,sp-atk,140
aegislash-blade-forme,sp-def,50
aegislash-blade-forme,speed,60
spritzee,hp,78
spritzee,attack,52
spritzee,defense,60
spritzee,sp-atk,63
spritzee,sp-def,65
spritzee,speed,23
aromatisse,hp,101
aromatisse,attack,72
aromatisse,defense,72
aromatisse,sp-atk,99
aromatisse,sp-def,89
aromatisse,speed,29
swirlix,hp,62
swirlix,attack,48
swirlix,defense,66
swirlix,sp-atk,59
swirlix,sp-def,57
swirlix,speed,49
slurpuff,hp,82
slurpuff,attack,80
slurpuff,defense,86
slurpuff,sp-atk,85
slurpuff,sp-def,75
slurpuff,speed,72
inkay,hp,53
inkay,attack,54
inkay,defense,53
inkay,sp-atk,37
inkay,sp-def,46
inkay,speed,45
malamar,hp,86
malamar,attack,92
malamar,defense,88
malamar,sp-atk,68
malamar,sp-def,75
malamar,speed,73
binacle,hp,42
binacle,attack,52
binacle,defense,67
binacle,sp-atk,39
binacle,sp-def,56
binacle,speed,50
barbaracle,hp,72
barbaracle,attack,105
barbaracle,defense,115
barbaracle,sp-atk,54
barbaracle,sp-def,86
barbaracle,speed,68
skrelp,hp,50
skrelp,attack,60
skrelp,defense,60
skrelp,sp-atk,60
skrelp,sp-def,60
skrelp,speed,30
dragalge,hp,65
dragalge,attack,75
dragalge,defense,90
dragalge,sp-atk,97
dragalge,sp-def,123
dragalge,speed,44
clauncher,hp,50
clauncher,attack,53
clauncher,defense,62
clauncher,sp-atk,58
clauncher,sp-def,63
clauncher,speed,44
clawitzer,hp,71
clawitzer,attack,73
clawitzer,defense,88
clawitzer,sp-atk,120
clawitzer,sp-def,89
clawitzer,speed,59
helioptile,hp,44
helioptile,attack,38
helioptile,defense,33
helioptile,sp-atk,61
helioptile,sp-def,43
helioptile,speed,70
heliolisk,hp,62
heliolisk,attack,55
heliolisk,defense,52
heliolisk,sp-atk,109
heliolisk,sp-def,94
heliolisk,speed,109
tyrunt,hp,58
tyrunt,attack,89
tyrunt,defense,77
tyrunt,sp-atk,45
tyrunt,sp-def,45
tyrunt,speed,48
tyrantrum,hp,82
tyrantrum,attack,121
tyrantrum,defense,119
tyrantrum,sp-atk,69
tyrantrum,sp-def,59
tyrantrum,speed,71
amaura,hp,77
amaura,attack,59
amaura,defense,50
amaura,sp-atk,67
amaura,sp-def,63
amaura,speed,46
aurorus,hp,123
aurorus,attack,77
aurorus,defense,72
aurorus,sp-atk,99
aurorus,sp-def,92
aurorus,speed,58
sylveon,hp,95
sylveon,attack,65
sylveon,defense,65
sylveon,sp-atk,110
sylveon,sp-def,130
sylveon,speed,60
hawlucha,hp,78
hawlucha,attack,92
hawlucha,defense,75
hawlucha,sp-atk,74
hawlucha,sp-def,63
hawlucha,speed,118
dedenne,hp,67
dedenne,attack,58
dedenne,defense,57
dedenne,sp-atk,81
dedenne,sp-def,67
dedenne,speed,101
carbink,hp,50
carbink,attack,50
carbink,defense,150
carbink,sp-atk,50
carbink,sp-def,150
carbink,speed,50
goomy,hp,45
goomy,attack,50
goomy,defense,35
goomy,sp-atk,55
goomy,sp-def,75
goomy,speed,40
sliggoo,hp,68
sliggoo,attack,75
sliggoo,defense,53
sliggoo,sp-atk,83
sliggoo,sp-def,113
sliggoo,speed,60
sliggoo-hisuian-form,hp,58
sliggoo-hisuian-form,attack,75
sliggoo-hisuian-form,defense,83
sliggoo-hisuian-form,sp-atk,83
sliggoo-hisuian-form,sp-def,113
sliggoo-hisuian-form,speed,40
goodra,hp,90
goodra,attack,100
goodra,defense,70
goodra,sp-atk,110
goodra,sp-def,150
goodra,speed,80
goodra-hisuian-form,hp,80
goodra-hisuian-form,attack,100
goodra-hisuian-form,defense,100
goodra-hisuian-form,sp-atk,110
goodra-hisuian-form,sp-def,150
goodra-hisuian-form,speed,60
klefki,hp,57
klefki,attack,80
klefki,defense,91
klefki,sp-atk,80
klefki,sp-def,87
klefki,speed,75
phantump,hp,43
phantump,attack,70
phantump,defense,48
phantump,sp-atk,50
phantump,sp-def,60
phantump,speed,38
trevenant,hp,85
trevenant,attack,110
trevenant,defense,76
trevenant,sp-atk,65
trevenant,sp-def,82
trevenant,speed,56
pumpkaboo-average-size,hp,49
pumpkaboo-average-size,attack,66
pumpkaboo-average-size,defense,70
pumpkaboo-average-size,sp-atk,44
pumpkaboo-average-size,sp-def,55
pumpkaboo-average-size,speed,51
pumpkaboo-small-size,hp,44
pumpkaboo-small-size,attack,66
pumpkaboo-small-size,defense,70
pumpkaboo-small-size,sp-atk,44
pumpkaboo-small-size,sp-def,55
pumpkaboo-small-size,speed,56
pumpkaboo-large-size,hp,54
pumpkaboo-large-size,attack,66
pumpkaboo-large-size,defense,70
pumpkaboo-large-size,sp-atk,44
pumpkaboo-large-size,sp-def,55
pumpkaboo-large-size,speed,46
pumpkaboo-super-size,hp,59
pumpkaboo-super-size,attack,66
pumpkaboo-super-size,defense,70
pumpkaboo-super-size,sp-atk,44
pumpkaboo-super-size,sp-def,55
pumpkaboo-super-size,speed,41
gourgeist-average-size,hp,65
gourgeist-average-size,attack,90
gourgeist-average-size,defense,122
gourgeist-average-size,sp-atk,58
gourgeist-average-size,sp-def,75
gourgeist-average-size,speed,84
gourgeist-small-size,hp,55
gourgeist-small-size,attack,85
gourgeist-small-size,defense,122
gourgeist-small-size,sp-atk,58
gourgeist-small-size,sp-def,75
gourgeist-small-size,speed,99
gourgeist-large-size,hp,75
gourgeist-large-size,attack,95
gourgeist-large-size,defense,122
gourgeist-large-size,sp-atk,58
gourgeist-large-size,sp-def,75
gourgeist-large-size,speed,69
gourgeist-super-size,hp,85
gourgeist-super-size,attack,100
gourgeist-super-size,defense,122
gourgeist-super-size,sp-atk,58
gourgeist-super-size,sp-def,75
gourgeist-super-size,speed,54
bergmite,hp,55
bergmite,attack,69
bergmite,defense,85
bergmite,sp-atk,32
bergmite,sp-def,35
bergmite,speed,28
avalugg,hp,95
avalugg,attack,117
avalugg,defense,184
avalugg,sp-atk,44
avalugg,sp-def,46
avalugg,speed,28
avalugg-hisuian-form,hp,95
avalugg-hisuian-form,attack,127
avalugg-hisuian-form,defense,184
avalugg-hisuian-form,sp-atk,34
avalugg-hisuian-form,sp-def,36
avalugg-hisuian-form,speed,38
avalugg-lord-form,hp,95
avalugg-lord-form,attack,127
avalugg-lord-form,defense,184
avalugg-lord-form,sp-atk,34
avalugg-lord-form,sp-def,36
avalugg-lord-form,speed,38
noibat,hp,40
noibat,attack,30
noibat,defense,35
noibat,sp-atk,45
noibat,sp-def,40
noibat,speed,55
noivern,hp,85
noivern,attack,70
noivern,defense,80
noivern,sp-atk,97
noivern,sp-def,80
noivern,speed,123
xerneas-neutral-mode,hp,126
xerneas-neutral-mode,attack,131
xerneas-neutral-mode,defense,95
xerneas-neutral-mode,sp-atk,131
xerneas-neutral-mode,sp-def,98
xerneas-neutral-mode,speed,99
xerneas-active-mode,hp,126
xerneas-active-mode,attack,131
xerneas-active-mode,defense,95
xerneas-active-mode,sp-atk,131
xerneas-active-mode,sp-def,98
xerneas-active-mode,speed,99
yveltal,hp,126
yveltal,attack,131
yveltal,defense,95
yveltal,sp-atk,131
yveltal,sp-def,98
yveltal,speed,99
zygarde-50-forme,hp,108
zygarde-50-forme,attack,100
zygarde-50-forme,defense,121
zygarde-50-forme,sp-atk,81
zygarde-50-forme,sp-def,95
zygarde-50-forme,speed,95
zygarde-10-forme,hp,54
zygarde-10-forme,attack,100
zygarde-10-forme,defense,71
zygarde-10-forme,sp-atk,61
zygarde-10-forme,sp-def,85
zygarde-10-forme,speed,115
zygarde-10-forme-power-construct,hp,54
zygarde-10-forme-power-construct,attack,100
zygarde-10-forme-power-construct,defense,71
zygarde-10-forme-power-construct,sp-atk,61
zygarde-10-forme-power-construct,sp-def,85
zygarde-10-forme-power-construct,speed,115
zygarde-50-forme-power-construct,hp,108
zygarde-50-forme-power-construct,attack,100
zygarde-50-forme-power-construct,defense,121
zygarde-50-forme-power-construct,sp-atk,81
zygarde-50-forme-power-construct,sp-def,95
zygarde-50-forme-power-construct,speed,95
zygarde-complete-forme,hp,216
zygarde-complete-forme,attack,100
zygarde-complete-forme,defense,121
zygarde-complete-forme,sp-atk,91
zygarde-complete-forme,sp-def,95
zygarde-complete-forme,speed,85
diancie,hp,50
diancie,attack,100
diancie,defense,150
diancie,sp-atk,100
diancie,sp-def,150
diancie,speed,50
diancie-mega,hp,50
diancie-mega,attack,160
diancie-mega,defense,110
diancie-mega,sp-atk,160
diancie-mega,sp-def,110
diancie-mega,speed,110
hoopa-confined,hp,80
hoopa-confined,attack,110
hoopa-confined,defense,60
hoopa-confined,sp-atk,150
hoopa-confined,sp-def,130
hoopa-confined,speed,70
hoopa-unbound,hp,80
hoopa-unbound,attack,160
hoopa-unbound,defense,60
hoopa-unbound,sp-atk,170
hoopa-unbound,sp-def,130
hoopa-unbound,speed,80
volcanion,hp,80
volcanion,attack,110
volcanion,defense,120
volcanion,sp-atk,130
volcanion,sp-def,90
volcanion,speed,70
rowlet,hp,68
rowlet,attack,55
rowlet,defense,55
rowlet,sp-atk,50
rowlet,sp-def,50
rowlet,speed,42
dartrix,hp,78
dartrix,attack,75
dartrix,defense,75
dartrix,sp-atk,70
dartrix,sp-def,70
dartrix,speed,52
decidueye,hp,78
decidueye,attack,107
decidueye,defense,75
decidueye,sp-atk,100
decidueye,sp-def,100
decidueye,speed,70
decidueye-hisuian-form,hp,88
decidueye-hisuian-form,attack,112
decidueye-hisuian-form,defense,80
decidueye-hisuian-form,sp-atk,95
decidueye-hisuian-form,sp-def,95
decidueye-hisuian-form,speed,60
litten,hp,45
litten,attack,65
litten,defense,40
litten,sp-atk,60
litten,sp-def,40
litten,speed,70
torracat,hp,65
torracat,attack,85
torracat,defense,50
torracat,sp-atk,80
torracat,sp-def,50
torracat,speed,90
incineroar,hp,95
incineroar,attack,115
incineroar,defense,90
incineroar,sp-atk,80
incineroar,sp-def,90
incineroar,speed,60
popplio,hp,50
popplio,attack,54
popplio,defense,54
popplio,sp-atk,66
popplio,sp-def,56
popplio,speed,40
brionne,hp,60
brionne,attack,69
brionne,defense,69
brionne,sp-atk,91
brionne,sp-def,81
brionne,speed,50
primarina,hp,80
primarina,attack,74
primarina,defense,74
primarina,sp-atk,126
primarina,sp-def,116
primarina,speed,60
pikipek,hp,35
pikipek,attack,75
pikipek,defense,30
pikipek,sp-atk,30
pikipek,sp-def,30
pikipek,speed,65
trumbeak,hp,55
trumbeak,attack,85
trumbeak,defense,50
trumbeak,sp-atk,40
trumbeak,sp-def,50
trumbeak,speed,75
toucannon,hp,80
toucannon,attack,120
toucannon,defense,75
toucannon,sp-atk,75
toucannon,sp-def,75
toucannon,speed,60
yungoos,hp,48
yungoos,attack,70
yungoos,defense,30
yungoos,sp-atk,30
yungoos,sp-def,30
yungoos,speed,45
gumshoos,hp,88
gumshoos,attack,110
gumshoos,defense,60
gumshoos,sp-atk,55
gumshoos,sp-def,60
gumshoos,speed,45
gumshoos-totem,hp,88
gumshoos-totem,attack,110
gumshoos-totem,defense,60
gumshoos-totem,sp-atk,55
gumshoos-totem,sp-def,60
gumshoos-totem,speed,45
grubbin,hp,47
grubbin,attack,62
grubbin,defense,45
grubbin,sp-atk,55
grubbin,sp-def,45
grubbin,speed,46
charjabug,hp,57
charjabug,attack,82
charjabug,defense,95
charjabug,sp-atk,55
charjabug,sp-def,75
charjabug,speed,36
vikavolt,hp,77
vikavolt,attack,70
vikavolt,defense,90
vikavolt,sp-atk,145
vikavolt,sp-def,75
vikavolt,speed,43
vikavolt-totem,hp,77
vikavolt-totem,attack,70
vikavolt-totem,defense,90
vikavolt-totem,sp-atk,145
vikavolt-totem,sp-def,75
vikavolt-totem,speed,43
crabrawler,hp,47
crabrawler,attack,82
crabrawler,defense,57
crabrawler,sp-atk,42
crabrawler,sp-def,47
crabrawler,speed,63
crabominable,hp,97
crabominable,attack,132
crabominable,defense,77
crabominable,sp-atk,62
crabominable,sp-def,67
crabominable,speed,43
oricorio-baile-style,hp,75
oricorio-baile-style,attack,70
oricorio-baile-style,defense,70
oricorio-baile-style,sp-atk,98
oricorio-baile-style,sp-def,70
oricorio-baile-style,speed,93
oricorio-pom-pom-style,hp,75
oricorio-pom-pom-style,attack,70
oricorio-pom-pom-style,defense,70
oricorio-pom-pom-style,sp-atk,98
oricorio-pom-pom-style,sp-def,70
oricorio-pom-pom-style,speed,93
oricorio-pau-style,hp,75
oricorio-pau-style,attack,70
oricorio-pau-style,defense,70
oricorio-pau-style,sp-atk,98
oricorio-pau-style,sp-def,70
oricorio-pau-style,speed,93
oricorio-sensu-style,hp,75
oricorio-sensu-style,attack,70
oricorio-sensu-style,defense,70
oricorio-sensu-style,sp-atk,98
oricorio-sensu-style,sp-def,70
oricorio-sensu-style,speed,93
cutiefly,hp,40
cutiefly,attack,45
cutiefly,defense,40
cutiefly,sp-atk,55
cutiefly,sp-def,40
cutiefly,speed,84
ribombee,hp,60
ribombee,attack,55
ribombee,defense,60
ribombee,sp-atk,95
ribombee,sp-def,70
ribombee,speed,124
ribombee-totem,hp,60
ribombee-totem,attack,55
ribombee-totem,defense,60
ribombee-totem,sp-atk,95
ribombee-totem,sp-def,70
ribombee-totem,speed,124
rockruff,hp,45
rockruff,attack,65
rockruff,defense,40
rockruff,sp-atk,30
rockruff,sp-def,40
rockruff,speed,60
rockruff-own-tempo,hp,45
rockruff-own-tempo,attack,65
rockruff-own-tempo,defense,40
rockruff-own-tempo,sp-atk,30
rockruff-own-tempo,sp-def,40
rockruff-own-tempo,speed,60
lycanroc-midday-form,hp,75
lycanroc-midday-form,attack,115
lycanroc-midday-form,defense,65
lycanroc-midday-form,sp-atk,55
lycanroc-midday-form,sp-def,65
lycanroc-midday-form,speed,112
lycanroc-midnight-form,hp,85
lycanroc-midnight-form,attack,115
lycanroc-midnight-form,defense,75
lycanroc-midnight-form,sp-atk,55
lycanroc-midnight-form,sp-def,75
lycanroc-midnight-form,speed,82
lycanroc-dusk-form,hp,75
lycanroc-dusk-form,attack,117
lycanroc-dusk-form,defense,65
lycanroc-dusk-form,sp-atk,55
lycanroc-dusk-form,sp-def,65
lycanroc-dusk-form,speed,110
wishiwashi-solo-form,hp,45
wishiwashi-solo-form,attack,20
wishiwashi-solo-form,defense,20
wishiwashi-solo-form,sp-atk,25
wishiwashi-solo-form,sp-def,25
wishiwashi-solo-form,speed,40
wishiwashi-school-form,hp,45
wishiwashi-school-form,attack,140
wishiwashi-school-form,defense,130
wishiwashi-school-form,sp-atk,140
wishiwashi-school-form,sp-def,135
wishiwashi-school-form,speed,30
mareanie,hp,50
mareanie,attack,53
mareanie,defense,62
mareanie,sp-atk,43
mareanie,sp-def,52
mareanie,speed,45
toxapex,hp,50
toxapex,attack,63
toxapex,defense,152
toxapex,sp-atk,53
toxapex,sp-def,142
toxapex,speed,35
mudbray,hp,70
mudbray,attack,100
mudbray,defense,70
mudbray,sp-atk,45
mudbray,sp-def,55
mudbray,speed,45
mudsdale,hp,100
mudsdale,attack,125
mudsdale,defense,100
mudsdale,sp-atk,55
mudsdale,sp-def,85
mudsdale,speed,35
dewpider,hp,38
dewpider,attack,40
dewpider,defense,52
dewpider,sp-atk,40
dewpider,sp-def,72
dewpider,speed,27
araquanid,hp,68
araquanid,attack,70
araquanid,defense,92
araquanid,sp-atk,50
araquanid,sp-def,132
araquanid,speed,42
araquanid-totem,hp,68
araquanid-totem,attack,70
araquanid-totem,defense,92
araquanid-totem,sp-atk,50
araquanid-totem,sp-def,132
araquanid-totem,speed,42
fomantis,hp,40
fomantis,attack,55
fomantis,defense,35
fomantis,sp-atk,50
fomantis,sp-def,35
fomantis,speed,35
lurantis,hp,70
lurantis,attack,105
lurantis,defense,90
lurantis,sp-atk,80
lurantis,sp-def,90
lurantis,speed,45
lurantis-totem,hp,70
lurantis-totem,attack,105
lurantis-totem,defense,90
lurantis-totem,sp-atk,80
lurantis-totem,sp-def,90
lurantis-totem,speed,45
morelull,hp,40
morelull,attack,35
morelull,defense,55
morelull,sp-atk,65
morelull,sp-def,75
morelull,speed,15
shiinotic,hp,60
shiinotic,attack,45
shiinotic,defense,80
shiinotic,sp-atk,90
shiinotic,sp-def,100
shiinotic,speed,30
salandit,hp,48
salandit,attack,44
salandit,defense,40
salandit,sp-atk,71
salandit,sp-def,40
salandit,speed,77
salazzle,hp,68
salazzle,attack,64
salazzle,defense,60
salazzle,sp-atk,111
salazzle,sp-def,60
salazzle,speed,117
salazzle-totem,hp,68
salazzle-totem,attack,64
salazzle-totem,defense,60
salazzle-totem,sp-atk,111
salazzle-totem,sp-def,60
salazzle-totem,speed,117
stufful,hp,70
stufful,attack,75
stufful,defense,50
stufful,sp-atk,45
stufful,sp-def,50
stufful,speed,50
bewear,hp,120
bewear,attack,125
bewear,defense,80
bewear,sp-atk,55
bewear,sp-def,60
bewear,speed,60
bounsweet,hp,42
bounsweet,attack,30
bounsweet,defense,38
bounsweet,sp-atk,30
bounsweet,sp-def,38
bounsweet,speed,32
steenee,hp,52
steenee,attack,40
steenee,defense,48
steenee,sp-atk,40
steenee,sp-def,48
steenee,speed,62
tsareena,hp,72
tsareena,attack,120
tsareena,defense,98
tsareena,sp-atk,50
tsareena,sp-def,98
tsareena,speed,72
comfey,hp,51
comfey,attack,52
comfey,defense,90
comfey,sp-atk,82
comfey,sp-def,110
comfey,speed,100
oranguru,hp,90
oranguru,attack,60
oranguru,defense,80
oranguru,sp-atk,90
oranguru,sp-def,110
oranguru,speed,60
passimian,hp,100
passimian,attack,120
passimian,defense,90
passimian,sp-atk,40
passimian,sp-def,60
passimian,speed,80
wimpod,hp,25
wimpod,attack,35
wimpod,defense,40
wimpod,sp-atk,20
wimpod,sp-def,30
wimpod,speed,80
golisopod,hp,75
golisopod,attack,125
golisopod,defense,140
golisopod,sp-atk,60
golisopod,sp-def,90
golisopod,speed,40
sandygast,hp,55
sandygast,attack,55
sandygast,defense,80
sandygast,sp-atk,70
sandygast,sp-def,45
sandygast,speed,15
palossand,hp,85
palossand,attack,75
palossand,defense,110
palossand,sp-atk,100
palossand,sp-def,75
palossand,speed,35
pyukumuku,hp,55
pyukumuku,attack,60
pyukumuku,defense,130
pyukumuku,sp-atk,30
pyukumuku,sp-def,130
pyukumuku,speed,5
type-null,hp,95
type-null,attack,95
type-null,defense,95
type-null,sp-atk,95
type-null,sp-def,95
type-null,speed,59
silvally-type-normal,hp,95
silvally-type-normal,attack,95
silvally-type-normal,defense,95
silvally-type-normal,sp-atk,95
silvally-type-normal,sp-def,95
silvally-type-normal,speed,95
silvally-type-fighting,hp,95
silvally-type-fighting,attack,95
silvally-type-fighting,defense,95
silvally-type-fighting,sp-atk,95
silvally-type-fighting,sp-def,95
silvally-type-fighting,speed,95
silvally-type-flying,hp,95
silvally-type-flying,attack,95
silvally-type-flying,defense,95
silvally-type-flying,sp-atk,95
silvally-type-flying,sp-def,95
silvally-type-flying,speed,95
silvally-type-poison,hp,95
silvally-type-poison,attack,95
silvally-type-poison,defense,95
silvally-type-poison,sp-atk,95
silvally-type-poison,sp-def,95
silvally-type-poison,speed,95
silvally-type-ground,hp,95
silvally-type-ground,attack,95
silvally-type-ground,defense,95
silvally-type-ground,sp-atk,95
silvally-type-ground,sp-def,95
silvally-type-ground,speed,95
silvally-type-rock,hp,95
silvally-type-rock,attack,95
silvally-type-rock,defense,95
silvally-type-rock,sp-atk,95
silvally-type-rock,sp-def,95
silvally-type-rock,speed,95
silvally-type-bug,hp,95
silvally-type-bug,attack,95
silvally-type-bug,defense,95
silvally-type-bug,sp-atk,95
silvally-type-bug,sp-def,95
silvally-type-bug,speed,95
silvally-type-ghost,hp,95
silvally-type-ghost,attack,95
silvally-type-ghost,defense,95
silvally-type-ghost,sp-atk,95
silvally-type-ghost,sp-def,95
silvally-type-ghost,speed,95
silvally-type-steel,hp,95
silvally-type-steel,attack,95
silvally-type-steel,defense,95
silvally-type-steel,sp-atk,95
silvally-type-steel,sp-def,95
silvally-type-steel,speed,95
silvally-type-fire,hp,95
silvally-type-fire,attack,95
silvally-type-fire,defense,95
silvally-type-fire,sp-atk,95
silvally-type-fire,sp-def,95
silvally-type-fire,speed,95
silvally-type-water,hp,95
silvally-type-water,attack,95
silvally-type-water,defense,95
silvally-type-water,sp-atk,95
silvally-type-water,sp-def,95
silvally-type-water,speed,95
silvally-type-grass,hp,95
silvally-type-grass,attack,95
silvally-type-grass,defense,95
silvally-type-grass,sp-atk,95
silvally-type-grass,sp-def,95
silvally-type-grass,speed,95
silvally-type-electric,hp,95
silvally-type-electric,attack,95
silvally-type-electric,defense,95
